Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Pontevedra-Campolongo";"";""
"28/09/2023";"Lluvia";"0.0";"1";"L/m2"
"28/09/2023";"Humedad relativa media a 1.5m";"82";"1";"%"
"28/09/2023";"Temperatura media  atura a 1.5m";"21.21";"1";"ºC"
"29/09/2023";"Lluvia";"0.0";"1";"L/m2"
"29/09/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"29/09/2023";"Temperatura media  atura a 1.5m";"21.76";"1";"ºC"
"30/09/2023";"Lluvia";"0.0";"1";"L/m2"
"30/09/2023";"Humedad relativa media a 1.5m";"78";"1";"%"
"30/09/2023";"Temperatura media  atura a 1.5m";"22.45";"1";"ºC"
"01/10/2023";"Lluvia";"0.0";"1";"L/m2"
"01/10/2023";"Humedad relativa media a 1.5m";"86";"1";"%"
"01/10/2023";"Temperatura media  atura a 1.5m";"20.98";"1";"ºC"
"02/10/2023";"Lluvia";"0.0";"1";"L/m2"
"02/10/2023";"Humedad relativa media a 1.5m";"86";"1";"%"
"02/10/2023";"Temperatura media  atura a 1.5m";"20.24";"1";"ºC"
"03/10/2023";"Lluvia";"0.0";"1";"L/m2"
"03/10/2023";"Humedad relativa media a 1.5m";"77";"1";"%"
"03/10/2023";"Temperatura media  atura a 1.5m";"20.82";"1";"ºC"
"04/10/2023";"Lluvia";"0.0";"1";"L/m2"
"04/10/2023";"Humedad relativa media a 1.5m";"83";"1";"%"
"04/10/2023";"Temperatura media  atura a 1.5m";"19.56";"1";"ºC"
"05/10/2023";"Lluvia";"0.0";"1";"L/m2"
"05/10/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/10/2023";"Temperatura media  atura a 1.5m";"17.81";"1";"ºC"
"06/10/2023";"Lluvia";"0.0";"1";"L/m2"
"06/10/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"06/10/2023";"Temperatura media  atura a 1.5m";"19.62";"1";"ºC"
"07/10/2023";"Lluvia";"0.0";"1";"L/m2"
"07/10/2023";"Humedad relativa media a 1.5m";"73";"1";"%"
"07/10/2023";"Temperatura media  atura a 1.5m";"21.43";"1";"ºC"
"08/10/2023";"Lluvia";"0.0";"1";"L/m2"
"08/10/2023";"Humedad relativa media a 1.5m";"74";"1";"%"
"08/10/2023";"Temperatura media  atura a 1.5m";"20.14";"1";"ºC"
"09/10/2023";"Lluvia";"0.0";"1";"L/m2"
"09/10/2023";"Humedad relativa media a 1.5m";"68";"1";"%"
"09/10/2023";"Temperatura media  atura a 1.5m";"20.80";"1";"ºC"
"10/10/2023";"Lluvia";"0.0";"1";"L/m2"
"10/10/2023";"Humedad relativa media a 1.5m";"73";"1";"%"
"10/10/2023";"Temperatura media  atura a 1.5m";"20.21";"1";"ºC"
"11/10/2023";"Lluvia";"0.0";"1";"L/m2"
"11/10/2023";"Humedad relativa media a 1.5m";"65";"1";"%"
"11/10/2023";"Temperatura media  atura a 1.5m";"20.33";"1";"ºC"
"12/10/2023";"Lluvia";"0.0";"1";"L/m2"
"12/10/2023";"Humedad relativa media a 1.5m";"57";"1";"%"
"12/10/2023";"Temperatura media  atura a 1.5m";"21.06";"1";"ºC"
"13/10/2023";"Lluvia";"15.1";"1";"L/m2"
"13/10/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"13/10/2023";"Temperatura media  atura a 1.5m";"19.62";"1";"ºC"
"14/10/2023";"Lluvia";"0.0";"1";"L/m2"
"14/10/2023";"Humedad relativa media a 1.5m";"82";"1";"%"
"14/10/2023";"Temperatura media  atura a 1.5m";"19.04";"1";"ºC"
"15/10/2023";"Lluvia";"12.9";"1";"L/m2"
"15/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"15/10/2023";"Temperatura media  atura a 1.5m";"17.25";"1";"ºC"
"16/10/2023";"Lluvia";"12.9";"1";"L/m2"
"16/10/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"16/10/2023";"Temperatura media  atura a 1.5m";"19.70";"1";"ºC"
"17/10/2023";"Lluvia";"29.2";"1";"L/m2"
"17/10/2023";"Humedad relativa media a 1.5m";"84";"1";"%"
"17/10/2023";"Temperatura media  atura a 1.5m";"21.34";"1";"ºC"
"18/10/2023";"Lluvia";"32.2";"1";"L/m2"
"18/10/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"18/10/2023";"Temperatura media  atura a 1.5m";"18.83";"1";"ºC"
"19/10/2023";"Lluvia";"76.5";"1";"L/m2"
"19/10/2023";"Humedad relativa media a 1.5m";"94";"1";"%"
"19/10/2023";"Temperatura media  atura a 1.5m";"16.83";"1";"ºC"
"20/10/2023";"Lluvia";"18.3";"1";"L/m2"
"20/10/2023";"Humedad relativa media a 1.5m";"82";"1";"%"
"20/10/2023";"Temperatura media  atura a 1.5m";"14.82";"1";"ºC"
"21/10/2023";"Lluvia";"1.3";"1";"L/m2"
"21/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"21/10/2023";"Temperatura media  atura a 1.5m";"13.06";"1";"ºC"
"22/10/2023";"Lluvia";"4.5";"1";"L/m2"
"22/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"22/10/2023";"Temperatura media  atura a 1.5m";"14.09";"1";"ºC"
"23/10/2023";"Lluvia";"11.1";"1";"L/m2"
"23/10/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"23/10/2023";"Temperatura media  atura a 1.5m";"14.24";"1";"ºC"
"24/10/2023";"Lluvia";"16.0";"1";"L/m2"
"24/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"24/10/2023";"Temperatura media  atura a 1.5m";"15.99";"1";"ºC"
"25/10/2023";"Lluvia";"37.7";"1";"L/m2"
"25/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"25/10/2023";"Temperatura media  atura a 1.5m";"18.75";"1";"ºC"
"26/10/2023";"Lluvia";"62.1";"1";"L/m2"
"26/10/2023";"Humedad relativa media a 1.5m";"94";"1";"%"
"26/10/2023";"Temperatura media  atura a 1.5m";"16.88";"1";"ºC"
"27/10/2023";"Lluvia";"49.5";"1";"L/m2"
"27/10/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"27/10/2023";"Temperatura media  atura a 1.5m";"15.61";"1";"ºC"
"28/10/2023";"Lluvia";"55.3";"1";"L/m2"
"28/10/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"28/10/2023";"Temperatura media  atura a 1.5m";"16.82";"1";"ºC"
"29/10/2023";"Lluvia";"17.8";"1";"L/m2"
"29/10/2023";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/10/2023";"Temperatura media  atura a 1.5m";"14.06";"1";"ºC"
"30/10/2023";"Lluvia";"18.8";"1";"L/m2"
"30/10/2023";"Humedad relativa media a 1.5m";"86";"1";"%"
"30/10/2023";"Temperatura media  atura a 1.5m";"14.25";"1";"ºC"
"31/10/2023";"Lluvia";"15.7";"1";"L/m2"
"31/10/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"31/10/2023";"Temperatura media  atura a 1.5m";"14.75";"1";"ºC"
"01/11/2023";"Lluvia";"26.4";"1";"L/m2"
"01/11/2023";"Humedad relativa media a 1.5m";"80";"1";"%"
"01/11/2023";"Temperatura media  atura a 1.5m";"16.27";"1";"ºC"
"02/11/2023";"Lluvia";"21.8";"1";"L/m2"
"02/11/2023";"Humedad relativa media a 1.5m";"74";"1";"%"
"02/11/2023";"Temperatura media  atura a 1.5m";"13.51";"1";"ºC"
"03/11/2023";"Lluvia";"24.6";"1";"L/m2"
"03/11/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"03/11/2023";"Temperatura media  atura a 1.5m";"14.08";"1";"ºC"
"04/11/2023";"Lluvia";"40.9";"1";"L/m2"
"04/11/2023";"Humedad relativa media a 1.5m";"78";"1";"%"
"04/11/2023";"Temperatura media  atura a 1.5m";"15.97";"1";"ºC"
"05/11/2023";"Lluvia";"26.4";"1";"L/m2"
"05/11/2023";"Humedad relativa media a 1.5m";"85";"1";"%"
"05/11/2023";"Temperatura media  atura a 1.5m";"12.93";"1";"ºC"
"06/11/2023";"Lluvia";"9.8";"1";"L/m2"
"06/11/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"06/11/2023";"Temperatura media  atura a 1.5m";"10.88";"1";"ºC"
"07/11/2023";"Lluvia";"7.5";"1";"L/m2"
"07/11/2023";"Humedad relativa media a 1.5m";"83";"1";"%"
"07/11/2023";"Temperatura media  atura a 1.5m";"12.56";"1";"ºC"
"08/11/2023";"Lluvia";"28.6";"1";"L/m2"
"08/11/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"08/11/2023";"Temperatura media  atura a 1.5m";"13.35";"1";"ºC"
"09/11/2023";"Lluvia";"5.1";"1";"L/m2"
"09/11/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/11/2023";"Temperatura media  atura a 1.5m";"12.73";"1";"ºC"
"10/11/2023";"Lluvia";"40.6";"1";"L/m2"
"10/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"10/11/2023";"Temperatura media  atura a 1.5m";"14.36";"1";"ºC"
"11/11/2023";"Lluvia";"14.0";"1";"L/m2"
"11/11/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"11/11/2023";"Temperatura media  atura a 1.5m";"18.02";"1";"ºC"
"12/11/2023";"Lluvia";"1.2";"1";"L/m2"
"12/11/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/11/2023";"Temperatura media  atura a 1.5m";"19.08";"1";"ºC"
"13/11/2023";"Lluvia";"3.4";"1";"L/m2"
"13/11/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"13/11/2023";"Temperatura media  atura a 1.5m";"18.73";"1";"ºC"
"14/11/2023";"Lluvia";"8.9";"1";"L/m2"
"14/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"14/11/2023";"Temperatura media  atura a 1.5m";"17.69";"1";"ºC"
"15/11/2023";"Lluvia";"8.8";"1";"L/m2"
"15/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"15/11/2023";"Temperatura media  atura a 1.5m";"16.70";"1";"ºC"
"16/11/2023";"Lluvia";"6.1";"1";"L/m2"
"16/11/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"16/11/2023";"Temperatura media  atura a 1.5m";"17.02";"1";"ºC"
"17/11/2023";"Lluvia";"0.0";"1";"L/m2"
"17/11/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"17/11/2023";"Temperatura media  atura a 1.5m";"14.97";"1";"ºC"
"18/11/2023";"Lluvia";"0.0";"1";"L/m2"
"18/11/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"18/11/2023";"Temperatura media  atura a 1.5m";"16.24";"1";"ºC"
"19/11/2023";"Lluvia";"0.0";"1";"L/m2"
"19/11/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"19/11/2023";"Temperatura media  atura a 1.5m";"15.91";"1";"ºC"
"20/11/2023";"Lluvia";"0.0";"1";"L/m2"
"20/11/2023";"Humedad relativa media a 1.5m";"84";"1";"%"
"20/11/2023";"Temperatura media  atura a 1.5m";"13.62";"1";"ºC"
"21/11/2023";"Lluvia";"0.0";"1";"L/m2"
"21/11/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"21/11/2023";"Temperatura media  atura a 1.5m";"11.08";"1";"ºC"
"22/11/2023";"Lluvia";"0.0";"1";"L/m2"
"22/11/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"22/11/2023";"Temperatura media  atura a 1.5m";"11.02";"1";"ºC"
"23/11/2023";"Lluvia";"0.0";"1";"L/m2"
"23/11/2023";"Humedad relativa media a 1.5m";"76";"1";"%"
"23/11/2023";"Temperatura media  atura a 1.5m";"11.56";"1";"ºC"
"24/11/2023";"Lluvia";"0.0";"1";"L/m2"
"24/11/2023";"Humedad relativa media a 1.5m";"83";"1";"%"
"24/11/2023";"Temperatura media  atura a 1.5m";"10.40";"1";"ºC"
"25/11/2023";"Lluvia";"0.0";"1";"L/m2"
"25/11/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"25/11/2023";"Temperatura media  atura a 1.5m";"9.30";"1";"ºC"
"26/11/2023";"Lluvia";"0.0";"1";"L/m2"
"26/11/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"26/11/2023";"Temperatura media  atura a 1.5m";"10.58";"1";"ºC"
"27/11/2023";"Lluvia";"2.4";"1";"L/m2"
"27/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"27/11/2023";"Temperatura media  atura a 1.5m";"13.12";"1";"ºC"
"28/11/2023";"Lluvia";"11.0";"1";"L/m2"
"28/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"28/11/2023";"Temperatura media  atura a 1.5m";"14.47";"1";"ºC"
"29/11/2023";"Lluvia";"15.1";"1";"L/m2"
"29/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"29/11/2023";"Temperatura media  atura a 1.5m";"16.11";"1";"ºC"
"30/11/2023";"Lluvia";"18.9";"1";"L/m2"
"30/11/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"30/11/2023";"Temperatura media  atura a 1.5m";"10.89";"1";"ºC"
"01/12/2023";"Lluvia";"1.9";"1";"L/m2"
"01/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"01/12/2023";"Temperatura media  atura a 1.5m";"9.45";"1";"ºC"
"02/12/2023";"Lluvia";"0.0";"1";"L/m2"
"02/12/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"02/12/2023";"Temperatura media  atura a 1.5m";"8.54";"1";"ºC"
"03/12/2023";"Lluvia";"28.7";"1";"L/m2"
"03/12/2023";"Humedad relativa media a 1.5m";"85";"1";"%"
"03/12/2023";"Temperatura media  atura a 1.5m";"10.87";"1";"ºC"
"04/12/2023";"Lluvia";"8.9";"1";"L/m2"
"04/12/2023";"Humedad relativa media a 1.5m";"87";"1";"%"
"04/12/2023";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"05/12/2023";"Lluvia";"0.0";"1";"L/m2"
"05/12/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"05/12/2023";"Temperatura media  atura a 1.5m";"6.59";"1";"ºC"
"06/12/2023";"Lluvia";"4.8";"1";"L/m2"
"06/12/2023";"Humedad relativa media a 1.5m";"81";"1";"%"
"06/12/2023";"Temperatura media  atura a 1.5m";"7.04";"1";"ºC"
"07/12/2023";"Lluvia";"69.2";"1";"L/m2"
"07/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"07/12/2023";"Temperatura media  atura a 1.5m";"13.80";"1";"ºC"
"08/12/2023";"Lluvia";"5.0";"1";"L/m2"
"08/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"08/12/2023";"Temperatura media  atura a 1.5m";"12.22";"1";"ºC"
"09/12/2023";"Lluvia";"17.2";"1";"L/m2"
"09/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/12/2023";"Temperatura media  atura a 1.5m";"16.74";"1";"ºC"
"10/12/2023";"Lluvia";"5.1";"1";"L/m2"
"10/12/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"10/12/2023";"Temperatura media  atura a 1.5m";"17.64";"1";"ºC"
"11/12/2023";"Lluvia";"0.9";"1";"L/m2"
"11/12/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"11/12/2023";"Temperatura media  atura a 1.5m";"17.30";"1";"ºC"
"12/12/2023";"Lluvia";"44.5";"1";"L/m2"
"12/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"12/12/2023";"Temperatura media  atura a 1.5m";"14.05";"1";"ºC"
"13/12/2023";"Lluvia";"4.3";"1";"L/m2"
"13/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"13/12/2023";"Temperatura media  atura a 1.5m";"10.76";"1";"ºC"
"14/12/2023";"Lluvia";"0.0";"1";"L/m2"
"14/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"14/12/2023";"Temperatura media  atura a 1.5m";"9.59";"1";"ºC"
"15/12/2023";"Lluvia";"0.0";"1";"L/m2"
"15/12/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"15/12/2023";"Temperatura media  atura a 1.5m";"9.41";"1";"ºC"
"16/12/2023";"Lluvia";"0.0";"1";"L/m2"
"16/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"16/12/2023";"Temperatura media  atura a 1.5m";"8.13";"1";"ºC"
"17/12/2023";"Lluvia";"0.0";"1";"L/m2"
"17/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"17/12/2023";"Temperatura media  atura a 1.5m";"5.99";"1";"ºC"
"18/12/2023";"Lluvia";"0.0";"1";"L/m2"
"18/12/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"18/12/2023";"Temperatura media  atura a 1.5m";"5.21";"1";"ºC"
"19/12/2023";"Lluvia";"3.4";"1";"L/m2"
"19/12/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"19/12/2023";"Temperatura media  atura a 1.5m";"7.44";"1";"ºC"
"20/12/2023";"Lluvia";"0.0";"1";"L/m2"
"20/12/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"20/12/2023";"Temperatura media  atura a 1.5m";"11.44";"1";"ºC"
"21/12/2023";"Lluvia";"0.0";"1";"L/m2"
"21/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"21/12/2023";"Temperatura media  atura a 1.5m";"11.32";"1";"ºC"
"22/12/2023";"Lluvia";"0.0";"1";"L/m2"
"22/12/2023";"Humedad relativa media a 1.5m";"71";"1";"%"
"22/12/2023";"Temperatura media  atura a 1.5m";"11.91";"1";"ºC"
"23/12/2023";"Lluvia";"0.0";"1";"L/m2"
"23/12/2023";"Humedad relativa media a 1.5m";"85";"1";"%"
"23/12/2023";"Temperatura media  atura a 1.5m";"8.84";"1";"ºC"
"24/12/2023";"Lluvia";"0.0";"1";"L/m2"
"24/12/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"24/12/2023";"Temperatura media  atura a 1.5m";"8.12";"1";"ºC"
"25/12/2023";"Lluvia";"0.0";"1";"L/m2"
"25/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"25/12/2023";"Temperatura media  atura a 1.5m";"7.32";"1";"ºC"
"26/12/2023";"Lluvia";"0.0";"1";"L/m2"
"26/12/2023";"Humedad relativa media a 1.5m";"81";"1";"%"
"26/12/2023";"Temperatura media  atura a 1.5m";"11.51";"1";"ºC"
"27/12/2023";"Lluvia";"5.9";"1";"L/m2"
"27/12/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"27/12/2023";"Temperatura media  atura a 1.5m";"13.60";"1";"ºC"
"28/12/2023";"Lluvia";"25.9";"1";"L/m2"
"28/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"28/12/2023";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"29/12/2023";"Lluvia";"7.2";"1";"L/m2"
"29/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"29/12/2023";"Temperatura media  atura a 1.5m";"11.47";"1";"ºC"
"30/12/2023";"Lluvia";"16.5";"1";"L/m2"
"30/12/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"30/12/2023";"Temperatura media  atura a 1.5m";"11.06";"1";"ºC"
"31/12/2023";"Lluvia";"0.6";"1";"L/m2"
"31/12/2023";"Humedad relativa media a 1.5m";"82";"1";"%"
"31/12/2023";"Temperatura media  atura a 1.5m";"10.89";"1";"ºC"
"01/01/2024";"Lluvia";"0.0";"1";"L/m2"
"01/01/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"01/01/2024";"Temperatura media  atura a 1.5m";"10.69";"1";"ºC"
"02/01/2024";"Lluvia";"19.4";"1";"L/m2"
"02/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"02/01/2024";"Temperatura media  atura a 1.5m";"14.88";"1";"ºC"
"03/01/2024";"Lluvia";"1.1";"1";"L/m2"
"03/01/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"03/01/2024";"Temperatura media  atura a 1.5m";"14.05";"1";"ºC"
"04/01/2024";"Lluvia";"7.8";"1";"L/m2"
"04/01/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"04/01/2024";"Temperatura media  atura a 1.5m";"11.98";"1";"ºC"
"05/01/2024";"Lluvia";"4.6";"1";"L/m2"
"05/01/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"05/01/2024";"Temperatura media  atura a 1.5m";"8.43";"1";"ºC"
"06/01/2024";"Lluvia";"0.0";"1";"L/m2"
"06/01/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"06/01/2024";"Temperatura media  atura a 1.5m";"6.84";"1";"ºC"
"07/01/2024";"Lluvia";"0.0";"1";"L/m2"
"07/01/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"07/01/2024";"Temperatura media  atura a 1.5m";"5.85";"1";"ºC"
"08/01/2024";"Lluvia";"2.8";"1";"L/m2"
"08/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"08/01/2024";"Temperatura media  atura a 1.5m";"4.80";"1";"ºC"
"09/01/2024";"Lluvia";"9.2";"1";"L/m2"
"09/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"09/01/2024";"Temperatura media  atura a 1.5m";"7.92";"1";"ºC"
"10/01/2024";"Lluvia";"9.3";"1";"L/m2"
"10/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"10/01/2024";"Temperatura media  atura a 1.5m";"9.38";"1";"ºC"
"11/01/2024";"Lluvia";"0.0";"1";"L/m2"
"11/01/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"11/01/2024";"Temperatura media  atura a 1.5m";"6.73";"1";"ºC"
"12/01/2024";"Lluvia";"0.0";"1";"L/m2"
"12/01/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"12/01/2024";"Temperatura media  atura a 1.5m";"6.68";"1";"ºC"
"13/01/2024";"Lluvia";"6.2";"1";"L/m2"
"13/01/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"13/01/2024";"Temperatura media  atura a 1.5m";"11.24";"1";"ºC"
"14/01/2024";"Lluvia";"12.2";"1";"L/m2"
"14/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"14/01/2024";"Temperatura media  atura a 1.5m";"14.70";"1";"ºC"
"15/01/2024";"Lluvia";"24.2";"1";"L/m2"
"15/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"15/01/2024";"Temperatura media  atura a 1.5m";"15.71";"1";"ºC"
"16/01/2024";"Lluvia";"11.8";"1";"L/m2"
"16/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"16/01/2024";"Temperatura media  atura a 1.5m";"15.99";"1";"ºC"
"17/01/2024";"Lluvia";"27.6";"1";"L/m2"
"17/01/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"17/01/2024";"Temperatura media  atura a 1.5m";"15.41";"1";"ºC"
"18/01/2024";"Lluvia";"3.1";"1";"L/m2"
"18/01/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"18/01/2024";"Temperatura media  atura a 1.5m";"13.00";"1";"ºC"
"19/01/2024";"Lluvia";"0.0";"1";"L/m2"
"19/01/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"19/01/2024";"Temperatura media  atura a 1.5m";"9.80";"1";"ºC"
"20/01/2024";"Lluvia";"0.0";"1";"L/m2"
"20/01/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"20/01/2024";"Temperatura media  atura a 1.5m";"6.80";"1";"ºC"
"21/01/2024";"Lluvia";"0.0";"1";"L/m2"
"21/01/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"21/01/2024";"Temperatura media  atura a 1.5m";"11.51";"1";"ºC"
"22/01/2024";"Lluvia";"12.1";"1";"L/m2"
"22/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"22/01/2024";"Temperatura media  atura a 1.5m";"13.49";"1";"ºC"
"23/01/2024";"Lluvia";"1.1";"1";"L/m2"
"23/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"23/01/2024";"Temperatura media  atura a 1.5m";"15.11";"1";"ºC"
"24/01/2024";"Lluvia";"0.0";"1";"L/m2"
"24/01/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"24/01/2024";"Temperatura media  atura a 1.5m";"14.00";"1";"ºC"
"25/01/2024";"Lluvia";"0.0";"1";"L/m2"
"25/01/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"25/01/2024";"Temperatura media  atura a 1.5m";"12.65";"1";"ºC"
"26/01/2024";"Lluvia";"0.0";"1";"L/m2"
"26/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"26/01/2024";"Temperatura media  atura a 1.5m";"10.74";"1";"ºC"
"27/01/2024";"Lluvia";"0.0";"1";"L/m2"
"27/01/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"27/01/2024";"Temperatura media  atura a 1.5m";"11.73";"1";"ºC"
"28/01/2024";"Lluvia";"0.0";"1";"L/m2"
"28/01/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"28/01/2024";"Temperatura media  atura a 1.5m";"12.33";"1";"ºC"
"29/01/2024";"Lluvia";"0.0";"1";"L/m2"
"29/01/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/01/2024";"Temperatura media  atura a 1.5m";"13.00";"1";"ºC"
"30/01/2024";"Lluvia";"0.0";"1";"L/m2"
"30/01/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"30/01/2024";"Temperatura media  atura a 1.5m";"14.06";"1";"ºC"
"31/01/2024";"Lluvia";"0.0";"1";"L/m2"
"31/01/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"31/01/2024";"Temperatura media  atura a 1.5m";"12.80";"1";"ºC"
"01/02/2024";"Lluvia";"0.0";"1";"L/m2"
"01/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"01/02/2024";"Temperatura media  atura a 1.5m";"12.45";"1";"ºC"
"02/02/2024";"Lluvia";"0.0";"1";"L/m2"
"02/02/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"02/02/2024";"Temperatura media  atura a 1.5m";"12.25";"1";"ºC"
"03/02/2024";"Lluvia";"0.0";"1";"L/m2"
"03/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"03/02/2024";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"04/02/2024";"Lluvia";"0.0";"1";"L/m2"
"04/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"04/02/2024";"Temperatura media  atura a 1.5m";"11.19";"1";"ºC"
"05/02/2024";"Lluvia";"0.0";"1";"L/m2"
"05/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"05/02/2024";"Temperatura media  atura a 1.5m";"11.10";"1";"ºC"
"06/02/2024";"Lluvia";"0.0";"1";"L/m2"
"06/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"06/02/2024";"Temperatura media  atura a 1.5m";"11.75";"1";"ºC"
"07/02/2024";"Lluvia";"0.0";"1";"L/m2"
"07/02/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"07/02/2024";"Temperatura media  atura a 1.5m";"15.63";"1";"ºC"
"08/02/2024";"Lluvia";"66.4";"1";"L/m2"
"08/02/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"08/02/2024";"Temperatura media  atura a 1.5m";"15.04";"1";"ºC"
"09/02/2024";"Lluvia";"40.7";"1";"L/m2"
"09/02/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"09/02/2024";"Temperatura media  atura a 1.5m";"12.66";"1";"ºC"
"10/02/2024";"Lluvia";"8.7";"1";"L/m2"
